Upload an Image,Prediction,timestamp
.gradio\flagged\Upload an Image\27b205de24bfbed1dd31\download 1.webp,"{""label"": ""Unknown"", ""confidences"": [{""label"": ""Unknown"", ""confidence"": 0.06978843361139297}]}",2025-05-09 01:40:49.560815
