Upload a Face Image,Top Predictions,timestamp
.gradio\flagged\Upload a Face Image\3a69196c449a8e6ce9cc\clipboard.png,"{""label"": ""Will Smith"", ""confidences"": [{""label"": ""Will Smith"", ""confidence"": 0.3640655279159546}, {""label"": ""Johnny Depp"", ""confidence"": 0.11976905167102814}, {""label"": ""Leonardo DiCaprio"", ""confidence"": 0.09431806951761246}]}",2025-05-12 16:02:54.894366
